nr;Nazwisko;Imie;address;afil;dist;wynik;time;kmh
;Frydrychowicz;Jacek;;;65;02:02:27.138;7347.138;31.85
;Frydrychowicz;Marta;;;65;02:39:16.370;9556.37;24.49
;Frydrychowicz;Miłosz;;;65;03:16:03.732;11763.732;19.89
;Frydrychowicz;Piotr;;;65;03:16:04.493;11764.493;19.89
;Frymark;Marcin;;;125;05:44:25.801;20665.801;21.78
;Fryszka;Maciej;;;125;07:38:06.286;27486.286;16.37
;Fuerst;Szymon;;;125;04:42:28.831;16948.831;26.55
;Furman;Ireneusz;;;65;01:58:13.898;7093.898;32.99
;Gabrych;Jacek;;;225;08:33:19.854;30799.854;26.30
;Gackowski;Krzysztof;;;65;02:39:59.948;9599.948;24.38
;Gadzała;Tadeusz;;;225;08:43:46.613;31426.613;25.77
;Gagaryn;Aleksandra;;;65;04:17:46.288;15466.288;15.13
;Gagaryn;Magdalena;;;65;04:17:48.301;15468.301;15.13
;Gajewski;Grzegorz;;;65;04:08:34.778;14914.778;15.69
;Galas;Andrzej;;;125;07:35:13.010;27313.01;16.48
;Galik;Robert;;;125;03:36:48.259;13008.259;34.59
;Galikowski;Jacek;;;125;07:43:09.279;27789.279;16.19
;Gałąska;Łukasz;;;125;04:10:51.038;15051.038;29.90
;Gałązka;Grzegorz;;;125;08:02:22.047;28942.047;15.55
;Gańko;Łukasz;;;65;02:28:43.439;8923.439;26.22
;Gardeło;Anna;;;125;07:34:56.598;27296.598;16.49
;Gardeło-Galas;Barbara;;;125;07:34:57.523;27297.523;16.49
;Garwoliński;Marek;;;65;04:32:08.067;16328.067;14.33
;Gaszewska;Małgorzata;;;65;06:06:10.976;21970.976;10.65
;Gawecka;Weronika;;;65;04:59:39.845;17979.845;13.01
;Gaweł;Remigiusz;;;125;05:27:23.645;19643.645;22.91
;Gawinek;Karol;;;125;06:32:23.965;23543.965;19.11
;Gawkowski;Mariusz;;;125;02:34:30.940;9270.94;48.54
;Gawronski;Piotr;;;225;07:45:30.154;27930.154;29.00
;Gawronski;Mariusz;;;225;07:45:30.154;27930.154;29.00
;Gawroński;Krzysztof;;;125;06:37:56.945;23876.945;18.85
;Gawroński;Bartosz;;;65;02:48:47.190;10127.19;23.11
;Gąsiewicz;Anna;;;125;06:21:54.934;22914.934;19.64
;Gemski;Oskar;;;125;06:52:49.770;24769.77;18.17
;Gemski;Marek;;;125;06:48:01.232;24481.232;18.38
;Gerka;Grzegorz;;;125;03:42:00.258;13320.258;33.78
;Giedrojć;Tomasz;;;125;04:25:20.816;15920.816;28.26
;Gierszewski;Andrzej;;;225;07:21:17.136;26477.136;30.59
;Gil;Tomasz;;;225;09:19:30.145;33570.145;24.13
;Gil;Alicja;;;65;04:58:25.594;17905.594;13.07
;Gilla;Dariusz;;;125;03:38:50.770;13130.77;34.27
;Glazik;Szymon;;;65;05:45:17.878;20717.878;11.29
;Glazik;Dariusz;;;65;05:45:17.900;20717.9;11.29
;Glugla;Dariusz;;;65;03:03:31.226;11011.226;21.25
;Głąb;Bartosz;;;65;04:33:56.069;16436.069;14.24
;Głąb;Dariusz;;;65;04:47:48.837;17268.837;13.55
;Głombiowski;Tomasz;;;125;05:43:00.142;20580.142;21.87
;Głomski;Aleksander;;;225;06:57:51.508;25071.508;32.31
;Głowińska;Katarzyna;;;125;06:38:57.679;23937.679;18.80
;Głowińska;Barbara;;;65;05:02:00.344;18120.344;12.91
;Głód;Emilia;;;125;08:27:00.811;30420.811;14.79
;Godzisz;Michał;;;225;06:19:02.696;22742.696;35.62
;Goike;Sylwester;;;125;05:23:38.394;19418.394;23.17
;Golas;Grażyna;;;125;04:54:04.594;17644.594;25.50
;Golas;Marcin;;;125;05:20:24.623;19224.623;23.41
;Goleniewski;Mateusz;;;125;07:29:49.247;26989.247;16.67
;Goleń;Ewa;;;65;03:43:33.518;13413.518;17.45
;Gollan;Magdalena;;;125;05:48:14.177;20894.177;21.54
;Gondek;Jarosław;;;125;04:22:39.137;15759.137;28.55
;Gorajski ;Piotr;;;225;06:17:11.000;22631;35.79
;Gordon;Aleksandra;;;225;08:00:53.334;28853.334;28.07
;Goryshevski;Konstantin;;;65;04:12:27.795;15147.795;15.45
;Gorzycki;Daniel;;;65;03:16:35.980;11795.98;19.84
;Gospodarek;Grzegorz;;;125;04:07:15.282;14835.282;30.33
;Gostkowski;Marek;;;65;02:11:59.075;7919.075;29.55
;Gostomski;Marcin;;;65;02:11:42.408;7902.408;29.61
;Goyke;Grzegorz;;;125;07:16:05.002;26165.002;17.20
;Gozdecki;Łukasz;;;65;03:02:37.473;10957.473;21.36
;Góralski;Waldemar;;;125;04:02:17.301;14537.301;30.95
;Górska-Sierońska;Wioleta;;;65;02:41:46.694;9706.694;24.11
;Górski;Paweł;;;65;06:59:36.968;25176.968;9.29
;Górzyński;Krzysztof;;;125;05:30:58.390;19858.39;22.66
;Grabowska;Wioletta;;;65;06:17:48.668;22668.668;10.32
;Grabowski;Szymon;;;125;06:21:31.191;22891.191;19.66
;Grabowski;Sylwester;;;125;04:48:26.587;17306.587;26.00
;Gracz;Tomasz;;;125;07:35:08.090;27308.09;16.48
;Graczyk;Aleksandra;;;125;07:34:54.535;27294.535;16.49
;Graczyk;Patrycja;;;125;07:39:21.491;27561.491;16.33
;Gragowska (Juszczak);Dorota;;;225;10:34:46.729;38086.729;21.27
;Grącki;Michał;;;125;04:43:26.576;17006.576;26.46
;Grądziel;Aleksandra;;;125;06:24:10.446;23050.446;19.52
;Greloch;Jacek;;;125;05:47:59.793;20879.793;21.55
;Greszta;Krzysztof;;;225;08:22:53.336;30173.336;26.84
;Grinholc;Janusz;;;225;08:04:51.175;29091.175;27.84
;Grinholc;Edmund;;;225;07:48:00.000;28080;28.85
;Grochowski;Tomasz;;;125;04:47:15.598;17235.598;26.11
;Grodzki;Roman;;;65;03:58:33.785;14313.785;16.35
;Gronczewski;Daniel;;;65;02:41:29.203;9689.203;24.15
;Gronowska;Beata;;;65;02:19:54.366;8394.366;27.88
;Gruba;Marek;;;125;04:28:41.580;16121.58;27.91
;Gruca;Jarek;;;65;03:44:18.764;13458.764;17.39
;Gruca;Joanna;;;65;03:50:24.520;13824.52;16.93
;Grulkowski;Marcin;;;125;04:08:01.083;14881.083;30.24
;Grundkowski;Jacek;;;125;03:30:43.252;12643.252;35.59
;Grundkowski;Lesław;;;125;04:03:50.428;14630.428;30.76
;Grupa;Mateusz;;;225;04:43:23.578;17003.578;47.64
;Gruszka;Agnieszka;;;125;06:03:41.772;21821.772;20.62
;Grygiel;Michał;;;125;04:15:17.821;15317.821;29.38
;Grygorowicz;Mirosław;;;65;04:03:53.298;14633.298;15.99
;Gryncewicz;Robert;;;65;02:37:06.129;9426.129;24.82
;Grzanka;Mateusz;;;225;04:45:46.834;17146.834;47.24
;Grzebieniak;Piotr;;;125;04:02:55.541;14575.541;30.87
;Grzenia;Adam;;;65;04:23:07.314;15787.314;14.82
;Grzesiuk;Mariusz;;;225;06:18:58.219;22738.219;35.62
;Grzeżułkowska;Marianna;;;125;02:16:23.412;8183.412;54.99
;Grzybczyk;Adam;;;225;08:02:14.469;28934.469;27.99
;Grzybczyk;Michał;;;225;06:31:35.738;23495.738;34.47
;Gulbierz;Agata;;;125;07:10:21.241;25821.241;17.43
